route_id,bbox_north,bbox_south,bbox_east,bbox_west
RouteID_f53d09f3-721d-456d-aa62-5b9469ea63ba,34.056052,33.918699,-118.324843,-118.400114
RouteID_007b8544-11dc-47b2-be61-0095f8f2af71,34.056908,34.007369,-118.143927,-118.290727
RouteID_45d8fba9-02b5-4f6d-b7a2-3ea1779cd9f9,34.055003,34.007369,-118.143927,-118.290725
RouteID_5a0bd838-5919-434a-88e5-28995b0b4e20,34.055189,34.007369,-118.143927,-118.291619
RouteID_74a4e7c2-d7a3-4f47-a6f1-a2d4cd38ef3c,34.060282,34.007369,-118.143927,-118.303124
RouteID_753944f4-3782-4598-90ea-345a3bbae693,34.054559,34.007369,-118.143927,-118.290713
RouteID_93462323-f8c8-40ab-92b5-6deb07ddbc35,34.055189,34.007369,-118.143927,-118.291619
RouteID_96364b76-94cd-44c3-b69c-ef4467985180,34.057288,34.007369,-118.143927,-118.29162
RouteID_8fbd3bec-c3f6-4dfa-abf2-e9690cd9bb0c,33.963144,33.918699,-118.324843,-118.452973
RouteID_9df8c077-010e-4787-abe0-51fd84cc3fb5,34.081001,33.965477,-117.653303,-117.745551
RouteID_0758e446-a472-4fdb-86bc-3bbf11f19143,34.050989,33.965477,-117.653303,-117.792679
RouteID_13b3b3a4-09c9-4194-a1f9-7d0ef061ffdd,34.080999,33.965477,-117.653303,-117.750946
RouteID_21796b50-b19a-4d08-933b-96fd3faab328,34.057361,33.965477,-117.653303,-117.792602
RouteID_494a66df-24d3-426e-9305-b48e04f4c899,34.041679,33.965477,-117.653303,-117.800899
RouteID_566a8cb7-2f7f-49f3-b26b-0bdba0b63245,34.081001,33.965477,-117.653303,-117.750914
RouteID_6dafb8fb-4503-47b8-b626-f33a3465657e,34.058477,33.965477,-117.653303,-117.792679
RouteID_6dc9a51f-19a1-435f-a2bc-94b774e3ee2f,34.094609,33.965477,-117.653303,-117.794841
RouteID_6fbdffbf-bb2a-4128-a7b5-b3cf69e801b1,34.057759,33.965477,-117.653303,-117.824659
RouteID_9850318d-b2af-4570-a2f1-46f02bd9c9f7,34.080742,33.965477,-117.653303,-117.750914
RouteID_9eab217f-6180-4fd8-954e-67b2213459c2,34.053001,33.965477,-117.653303,-117.7914
RouteID_b0e380ba-de5b-4044-8d72-d4ae7698ee34,34.081001,33.965477,-117.653303,-117.747769
RouteID_b2ab781b-b693-4d4b-908e-2c798ab6966a,34.045527,33.965477,-117.653303,-117.75599
RouteID_c152aa10-770a-494a-bc26-c85731ea2baf,34.058335,33.965477,-117.653303,-117.792679
RouteID_c76b5b1c-ef24-41ff-bdb9-77cbd3422e61,34.112295,33.965477,-117.653303,-117.772299
RouteID_cffb1b8d-54fa-44f4-80d1-9a7d01b897dd,34.055687,33.965477,-117.653303,-117.7914
RouteID_d2adf008-7db7-4b21-a949-3e6db7608e5d,34.081003,33.965477,-117.653303,-117.749429
RouteID_d31a808e-1cab-4330-9461-6b38866dbb9f,34.111677,33.965477,-117.653303,-117.79495
RouteID_ecdf03d9-51a5-411b-b4dd-25ec300453ad,34.058385,33.965477,-117.653303,-117.792602
RouteID_f4170fd6-0279-42be-aa9b-3458185bc7c3,34.112301,33.965477,-117.653303,-117.796962
RouteID_3a309244-1ab8-4b15-b9b2-0112212b5318,34.101733,33.965477,-117.653303,-117.796962
RouteID_55510e20-c0b5-4a21-8756-fbe7e8394a1b,34.112157,33.965477,-117.653303,-117.77867
RouteID_609e9875-c67f-4255-804b-0de3659d729b,34.080811,33.965477,-117.653303,-117.83322
RouteID_67a8f48a-12e8-49e2-bac5-543f30c0eb7e,34.049902,33.965477,-117.653303,-117.791121
RouteID_93f62547-6430-47ff-87a0-b57b819aecc7,34.043855,33.965477,-117.653303,-117.788664
RouteID_9e2ef94c-c40e-4107-8522-5896fe7d0bf7,34.040924,33.965477,-117.653303,-117.799803
RouteID_ac9757c9-9361-4d60-a584-2fc6f46fb398,34.093047,33.965477,-117.653303,-117.780678
RouteID_ca57e37b-5c09-49c3-87ae-88cac345aff7,34.07175,33.965477,-117.653303,-117.781129
RouteID_8e461795-3b7b-4203-b378-20602efd3634,34.282387,34.23485,-118.528622,-118.58421
RouteID_abb754e8-464c-49e7-9eef-27082fb56a8f,34.306998,34.23485,-118.530187,-118.58421
RouteID_f75a0730-d46d-4b7d-add2-4729a9919331,34.287019,34.23485,-118.52861,-118.58421
RouteID_5b55afe6-86c9-4508-af9b-3f6522bb1979,34.276861,34.23485,-118.5189,-118.58421
RouteID_1181a424-42d1-4cf5-bc52-370d43bbdfd5,33.918699,33.841747,-118.193288,-118.324843
RouteID_bfb962d0-05a1-4956-9058-5e71dc3e8d9f,33.918699,33.768013,-118.324843,-118.422883
RouteID_286cab0d-d16c-4704-95ea-54694260f7c1,33.918699,33.768922,-118.324843,-118.405715
RouteID_3e0bd236-3213-4ee4-bcca-8c7066538ca1,33.918699,33.768994,-118.324843,-118.405519
RouteID_53190a48-2fc2-484f-a5e8-561652ad559a,33.918699,33.751162,-118.324843,-118.389986
RouteID_57a62f06-8af4-4d99-9c7e-0e9973aa113b,33.918699,33.770704,-118.324843,-118.405715
RouteID_61005305-96d1-4b7e-a4a8-322c03924993,33.918699,33.748158,-118.302895,-118.324843
RouteID_761a0e75-6121-46ac-9457-1be412f26f41,33.918699,33.719139,-118.311257,-118.388139
RouteID_7ee37db5-d663-4b2f-9d33-a6be058c0976,33.918699,33.719741,-118.316364,-118.41333
RouteID_82af3056-2d7b-43b1-8080-39e4c2ecbf60,33.918699,33.725531,-118.32029,-118.416263
RouteID_b5f91cc1-aabb-49f4-8812-07d621d970dd,33.918699,33.759652,-118.324843,-118.403207
RouteID_bbe10e4c-48c8-4a2d-9ad4-e808f2aa359b,33.918699,33.739223,-118.324843,-118.425444
RouteID_c57db90a-bf26-4897-acd2-23ef07678788,33.918699,33.742819,-118.318899,-118.351864
RouteID_cebea719-08ac-4b4e-941f-c70f7dc572f0,33.918699,33.769679,-118.324843,-118.405861
RouteID_e10ccb00-cf56-4667-b6a6-8be3a5569d3d,33.918699,33.770175,-118.324843,-118.388751
RouteID_e6b5dbe1-763e-4c23-8bb4-1807b1c589de,33.918699,33.765691,-118.324843,-118.403205
RouteID_e7c60ed0-023d-42c5-a5ca-d173665b78a3,33.918699,33.765416,-118.324843,-118.403193
RouteID_5b2be924-0ee8-4fa4-952c-25037ce5169f,33.918699,33.781211,-118.324843,-118.404284
RouteID_6cb97316-5d19-4233-b5c0-db08cdd25cb4,33.918699,33.719885,-118.314376,-118.39409
RouteID_d6bc0daa-3c35-47d2-b87e-f72231d63921,33.918699,33.754322,-118.30299,-118.324843
RouteID_fc094188-0a6b-434a-8f8c-7334834bf3bc,34.04057,33.918699,-118.324843,-118.435002
RouteID_125d3367-08a1-46ce-bdf3-a3e9946600e6,34.049176,33.918699,-118.324843,-118.442691
RouteID_68d78955-70c8-4dfd-9e00-a928a4341673,33.918699,33.850675,-118.324843,-118.388642
RouteID_acab120e-025e-4288-84a3-8dd9212c5bde,33.918699,33.870338,-118.324843,-118.374444
RouteID_31108e50-7540-456b-9068-ec339bf15bee,33.918699,33.821003,-118.324843,-118.390141
RouteID_b17d218c-ead3-41ce-bd3b-b4e49d90ad2a,33.918699,33.872533,-118.324843,-118.374942
RouteID_31903cb5-e21e-41a2-9232-b6462f1f9d23,33.918699,33.824241,-118.324843,-118.394787
RouteID_61a1ed8a-ec8a-499d-affd-02c3c351d779,33.918699,33.827977,-118.324843,-118.388449
RouteID_66bb397a-ddb9-47cf-a641-099c0aeff0d1,33.918699,33.878011,-118.324843,-118.387399
RouteID_58858eaf-b42f-4a2a-b3bf-5a4df9f00c76,34.23485,34.202189,-118.525567,-118.58421
RouteID_787fee16-fd91-4e5a-a3b9-aecc7b3e0975,34.23485,34.18091,-118.539099,-118.58421
RouteID_ac93e804-ad8c-41ba-bc7e-0f20a42cfb1f,34.23485,34.186814,-118.507907,-118.58421
RouteID_b8efaa2a-47bd-43d7-9817-625ff3962e68,34.23485,34.180901,-118.536051,-118.58421
RouteID_595f6e94-1d4d-4e65-8e45-dff69cc156bc,33.918699,33.747065,-118.324843,-118.407687
RouteID_69233ee9-1ac4-4d89-b322-94fb13df54a3,33.918699,33.747235,-118.324843,-118.407687
RouteID_b4120d0c-d4ce-446d-b298-9191ec2e641e,33.918699,33.746524,-118.324843,-118.407698
RouteID_c6907999-2e87-4214-85e8-73fcb1e1c1e9,33.918699,33.746237,-118.324843,-118.405053
RouteID_f78dec9c-227d-4408-aeda-54f218bd25d2,33.918699,33.757077,-118.324843,-118.391894
RouteID_3622549d-1e92-4bca-904d-f95b229dc1ae,33.918699,33.746683,-118.324843,-118.4077
RouteID_a4ab383f-a55c-444d-83de-be9f5f67301d,33.989141,33.965477,-117.653303,-117.927104
RouteID_10309128-ab56-4ce9-963d-1598064bad99,33.994044,33.95994,-117.653303,-117.93581
RouteID_646212aa-2d94-4b20-a3e9-41db73873a73,33.993866,33.959881,-117.653303,-117.934156
RouteID_dbe424be-22c9-4e3a-9f26-ac6ae0f89347,33.994303,33.957859,-117.653303,-117.93581
RouteID_14f61971-f685-40ae-8c0d-89ac82959d09,34.119207,33.965477,-117.653303,-117.806241
RouteID_1df23b11-f266-439c-bd6d-58fb47700d19,34.119172,33.965477,-117.653303,-117.805641
RouteID_588ce876-9aa0-4100-a791-212c50fdca24,34.115841,33.965477,-117.653303,-117.830292
RouteID_7c4e35af-e056-475e-a099-809d89ea81d5,34.11533,33.965477,-117.653303,-117.851002
RouteID_85e93874-76f4-43c1-82c8-cf7866500638,34.109549,33.965477,-117.653303,-117.852051
RouteID_8c27447a-02a9-4e39-b1f1-8597101580d3,34.08862,33.965477,-117.653303,-117.843475
RouteID_9138cf7e-19b8-4a9b-8b60-93b265ff766a,34.118147,33.965477,-117.653303,-117.852051
RouteID_9d6ca9f1-1d5c-4df3-9af0-620cc160dd49,34.119259,33.965477,-117.653303,-117.806475
RouteID_a07c7bda-a497-46ca-ad43-551f0112dfa7,34.122387,33.965477,-117.653303,-117.823268
RouteID_a123452a-0a77-4b8d-8f70-27b47c832021,34.115263,33.965477,-117.653303,-117.845607
RouteID_ad3297ac-d934-4c08-bb50-13f1abac542b,34.115616,33.965477,-117.653303,-117.836073
RouteID_d09cc969-5c54-4057-9c71-fa2267b90ea7,34.110134,33.965477,-117.653303,-117.851346
RouteID_d6708857-b718-489a-bce7-8ed2683b50f6,34.123272,33.965477,-117.653303,-117.845669
RouteID_db67fcf2-0ac1-4a1d-9a5e-047eeee6e761,34.119206,33.965477,-117.653303,-117.820216
RouteID_e714d7f3-fed1-454f-b7b2-0d901bc28d47,34.119206,33.965477,-117.653303,-117.806381
RouteID_0229f7ce-11fd-48ec-83a9-892fcebd924e,34.123265,33.965477,-117.653303,-117.823118
RouteID_240a0e5b-a0d8-4319-9227-ef188892de74,34.10311,33.965477,-117.653303,-117.841544
RouteID_d8abd1d5-55a0-4019-9efa-ec4e58952056,34.12361,33.965477,-117.653303,-117.82988
RouteID_df900362-61f7-4b69-bf92-3980991ee4c8,34.100725,33.965477,-117.653303,-117.842585
RouteID_e28d8503-65be-4295-8450-a7f71e042199,34.11539,33.965477,-117.653303,-117.852051
RouteID_21bbc501-c1c3-4684-b1a9-5e262b2aa533,34.303489,34.23485,-118.41652,-118.58421
RouteID_a86b4bc6-638e-43e8-ac29-ec299fa96c9a,33.918699,33.706978,-118.286668,-118.325022
RouteID_0882ddec-59ed-4b24-8f20-ae86af26a6aa,33.918699,33.729443,-118.295026,-118.324843
RouteID_7cab8756-a55c-4de6-b7d0-2303d410338d,33.918699,33.705987,-118.286479,-118.324843
RouteID_a89d4ae1-f01e-4cf1-89e2-1c5f562c67aa,33.918699,33.741175,-118.285125,-118.324843
RouteID_e7324182-f702-4bbe-a7bb-c6a58a3fd3bf,33.918699,33.706978,-118.286318,-118.324843
RouteID_2747ad67-4e73-4c09-a2c9-a10fa86de44c,33.918699,33.711252,-118.297315,-118.33836
RouteID_3099fac8-b6f7-40cb-83c2-5354b85bc48d,33.918699,33.75798,-118.29519,-118.324843
RouteID_61d0e045-d323-417f-864c-22fc1150dfe3,33.918699,33.706263,-118.285799,-118.324843
RouteID_7c5d2dfa-664f-4c04-aea8-878e08c92f34,33.918699,33.729161,-118.293283,-118.324843
RouteID_880a3c32-6071-41ad-b387-8620d36285de,33.918699,33.705987,-118.286146,-118.324843
RouteID_95b9af27-4fbe-4da3-9b4e-365e2bbdfa23,33.918699,33.706562,-118.285925,-118.324843
RouteID_b5e2d931-812e-42d6-a747-272b03f2a6fd,33.918699,33.706328,-118.285824,-118.324843
RouteID_eb092c67-431e-4a2d-8739-1fa47e39dde4,33.918699,33.718976,-118.301963,-118.359881
RouteID_f64f6621-a090-4e43-a6b9-4865c757c758,33.918699,33.705987,-118.285789,-118.324843
RouteID_fb76db03-42c9-469f-ba04-fdcead32be60,33.918699,33.724427,-118.279769,-118.324843
RouteID_3ebc23cc-f78c-4a1c-b3f0-63bf8a1bcef1,34.007369,33.91952,-118.07272,-118.143927
RouteID_e31bb251-e74b-4593-bd6c-4e05826ef907,34.007369,33.91952,-118.072964,-118.143927
RouteID_010f2a4e-9f5c-4be7-823d-51d7be4332fe,34.03186,33.918699,-118.324843,-118.506817
RouteID_ad97008c-5527-454e-be14-69ffac32eeb0,34.040321,33.918699,-118.324843,-118.507212
RouteID_b404723a-b0af-4996-b375-2a0c280d4414,34.025515,33.918699,-118.324843,-118.481396
RouteID_67585629-0817-4229-b626-6515ad26df04,34.040129,33.918699,-118.324843,-118.47217
RouteID_68a10d5b-cee8-4b55-9dab-18492bf8e95f,34.033542,33.918699,-118.324843,-118.494913
RouteID_6db9f2fd-6d04-4c84-bfd5-10756d15b3ec,34.035508,33.918699,-118.324843,-118.489829
RouteID_79d4552b-c49b-4709-9b16-e4d028df61d9,34.017743,33.918699,-118.324843,-118.477424
RouteID_93ce63d9-b285-4952-a94b-37ef19c3b8eb,34.017688,33.918699,-118.324843,-118.477424
RouteID_97b0b609-8403-4784-8ed3-173e55c30998,34.033166,33.918699,-118.324843,-118.495863
RouteID_a0fd99b3-d455-4136-8c48-7581d6bf19d0,34.040127,33.918699,-118.324843,-118.472416
RouteID_a83e36c6-bac0-4c0b-a6cb-1d5a9b1724c4,34.045338,33.918699,-118.324843,-118.483566
RouteID_da806f65-7536-4097-95a1-458a5e33dc7c,34.025262,33.918699,-118.324843,-118.476006
RouteID_df379372-5387-4fa7-8928-eeae15d55db6,34.040034,33.918699,-118.324843,-118.47217
RouteID_f829cf04-4723-406f-86a4-cce57bd0e5ee,34.045133,33.918699,-118.324843,-118.495203
RouteID_72277fe0-08bc-4d6a-a7d9-23efa383f850,34.034488,33.918699,-118.324843,-118.453623
RouteID_8722c5df-50ad-4841-bfa7-21616179083f,34.045515,33.918699,-118.324843,-118.467551
RouteID_24fde177-b328-4bdc-951d-8adf46fe5885,34.043512,33.918699,-118.324843,-118.472267
RouteID_4de283f3-bf15-4b42-b48c-52cf20d11db8,34.048271,33.918699,-118.324843,-118.464457
RouteID_543bd176-5fbb-4b12-8bcf-a9b99b94ec78,34.034504,33.918699,-118.324843,-118.464365
RouteID_66631c43-a475-4c8d-a038-0a3401ab6a14,34.028452,33.918699,-118.324843,-118.458568
RouteID_6e3cd387-ebc3-44bc-9b09-8f928bf36b91,34.033968,33.918699,-118.324843,-118.46446
RouteID_75006043-c8d8-4304-a43b-619b8f7bab73,34.029368,33.918699,-118.324843,-118.460861
RouteID_9b204914-b4a2-414f-b6fb-4945415e6732,34.034378,33.918699,-118.324843,-118.464481
RouteID_d0564893-9b55-4400-8d2a-ad3dea883cbb,34.028359,33.918699,-118.324843,-118.45852
RouteID_df14a9ca-430f-4344-a6d5-4afefa3e978a,34.048353,33.918699,-118.324843,-118.465103
RouteID_e73d811b-b182-4baa-8fd4-47066acccab3,34.033889,33.918699,-118.324843,-118.442287
RouteID_ef484716-eb04-4885-a9f9-aa23607815f0,34.046031,33.918699,-118.324843,-118.461022
RouteID_fd4eff90-8f8e-4b54-85f7-ce0a7af339e6,34.034509,33.918699,-118.324843,-118.464139
RouteID_02a11297-d6d0-47cd-a802-5c42867381fa,34.23485,34.135304,-118.422594,-118.58421
RouteID_1512a0e3-0c95-45a9-905b-82dab77fe174,34.23485,34.156206,-118.43124,-118.58421
RouteID_20919dc7-de48-4086-a637-bd51354a99b4,34.23485,34.15734,-118.408247,-118.58421
RouteID_2aae8f86-6d8b-49cc-bbe3-8b1c4f267335,34.23485,34.135261,-118.430651,-118.58421
RouteID_4b87f7c6-6f56-48d7-9dd8-916e6213fd7b,34.23485,34.162002,-118.449469,-118.58421
RouteID_608e02d5-5ecd-45ee-99b0-274dfaecef7f,34.23485,34.134393,-118.420553,-118.58421
RouteID_735242f3-7931-4b82-be48-ca5e742ae631,34.23485,34.134759,-118.420885,-118.58421
RouteID_ae61a612-e313-4867-aab2-462827e77146,34.23485,34.129661,-118.415521,-118.58421
RouteID_aeec28bc-213f-4f03-aef0-a5d1be549960,34.23485,34.163658,-118.434646,-118.58421
RouteID_b97b8687-2b5f-4b64-97f1-d6a4c32cfbbc,34.23485,34.148208,-118.414367,-118.58421
RouteID_bb4648b3-db69-407a-b293-fdc66d328e34,34.23485,34.156522,-118.422508,-118.58421
RouteID_d4a0a31c-f576-49fc-9194-e62531804169,34.23485,34.129361,-118.415807,-118.58421
RouteID_d7042a6c-f3fa-47ad-8fe3-f1de7e2828dd,34.23485,34.134161,-118.421377,-118.58421
RouteID_deefc343-c754-4031-add8-2c0665c4cbd0,34.23485,34.156317,-118.408317,-118.58421
RouteID_3b607442-b9f9-4b17-85a9-0f7fefe2b2d7,34.23485,34.134061,-118.421198,-118.58421
RouteID_62586f93-e9da-498e-a983-2cad560788a1,34.23485,34.156746,-118.43644,-118.58421
RouteID_7dc5167c-6cc3-4852-9273-6aebad858c23,34.23485,34.163658,-118.43232,-118.58421
RouteID_9a70b345-e627-4849-a86e-8f735c9fcbde,34.23485,34.148208,-118.414046,-118.58421
RouteID_a2ba1d96-dfbf-4cfb-a553-9cbeadbc11cd,34.23485,34.156879,-118.408261,-118.58421
RouteID_dac328b4-1514-421d-a585-849695efdd8f,34.23485,34.156117,-118.408275,-118.58421
RouteID_65b5077f-7df3-4bd9-bc12-cbdc955a649c,33.918699,33.783892,-118.155665,-118.324843
RouteID_6a83c1a0-8ee2-4e30-b78e-6893af91f373,33.918699,33.779321,-118.141495,-118.324843
RouteID_5babc19b-e80a-439a-b1de-d69d23cfd3a9,33.918699,33.785371,-118.149059,-118.324843
RouteID_d54efb27-1db9-4a1a-a9c0-b879fffb523b,33.918699,33.779505,-118.140261,-118.324843
RouteID_f545904b-087a-421f-987c-5992ca4ebbfc,33.918699,33.778968,-118.148954,-118.324843
RouteID_819fcab8-47f4-4473-adc0-5082f1fea031,34.094013,34.007369,-118.143927,-118.276001
RouteID_f0706622-a0b3-43ae-8017-6241d81c8cc9,34.09457,34.007369,-118.143927,-118.292908
RouteID_01ac92ea-734c-4c80-8049-77b813c6a02b,34.095425,34.007369,-118.143927,-118.286073
RouteID_0f1c8e8d-9b63-4f06-8087-507320c11131,34.095384,34.007369,-118.143927,-118.283455
RouteID_12125189-0a8c-409d-a723-6cfc7309e6e7,34.095186,34.007369,-118.143927,-118.292911
RouteID_2d918f75-96a8-4c09-9937-c0a1704259e8,34.093317,34.007369,-118.143927,-118.276008
RouteID_93cbc871-5f6c-4212-9ef6-65777c220c98,34.09471,34.007369,-118.143927,-118.292911
RouteID_95c9e705-4111-4fba-9694-916ea3f87bb9,34.095225,34.007369,-118.143927,-118.291746
RouteID_a50d3864-6dc5-468a-ac48-4242403c115d,34.095359,34.007369,-118.143927,-118.277492
RouteID_d1dbf5e3-f2f5-46ec-af5e-a1c78a25c9fe,34.095133,34.007369,-118.143927,-118.291729
RouteID_f1645da6-98c0-4209-8974-732bb9d161f6,34.095359,34.007369,-118.143927,-118.279915
RouteID_2a9698ca-20e3-4fe4-87da-b221990bd14d,34.007369,33.94584,-118.143927,-118.221877
RouteID_323f0547-d988-4c67-818d-594bb38c8200,34.007369,33.942935,-118.143927,-118.228805
RouteID_5f7493c4-2adb-4f07-9174-a4652af2c4de,34.007369,33.941272,-118.143927,-118.21906
RouteID_fe099673-6d68-47bb-a9d7-bff9afd268fa,34.007369,33.9381,-118.143927,-118.228799
RouteID_5ac2f55e-4960-45d2-873e-2f854ee84046,34.007369,33.93565,-118.143927,-118.228805
RouteID_a8aa0f37-b5a0-4088-8c46-2f60bc40e949,34.007369,33.934444,-118.143927,-118.219199
RouteID_ebf6a791-c48f-4ad2-a30c-cbe12bc24f5e,34.007369,33.984219,-118.143927,-118.292368
RouteID_8596d17e-0246-4afe-b7f9-a4bcaa73be8c,33.965477,33.924633,-117.653303,-118.028332
RouteID_631fe619-21ff-4765-83e8-72591af418c7,33.965477,33.915939,-117.653303,-118.05521
RouteID_0dd0f98d-f565-4769-9719-92ef1c9e284a,34.23485,34.141798,-118.364808,-118.58421
RouteID_38fa3dbd-7ead-425b-ae40-b28e0c7b0857,34.23485,34.144608,-118.3945,-118.58421
RouteID_3db51e0a-e571-490e-b470-a7c4d126310a,34.23485,34.146164,-118.401079,-118.58421
RouteID_d49918a8-d755-4265-8771-c75e2813ffcc,34.23485,34.125076,-118.364591,-118.58421
RouteID_00e4885d-4563-4790-bace-6c9e4261ce2a,34.23485,34.126261,-118.379731,-118.58421
RouteID_13194db7-a1a0-4054-a1bc-6d586cd1eace,34.23485,34.128272,-118.362301,-118.58421
RouteID_1a02d09f-2690-4564-87fc-b6d36045e5ba,34.23485,34.144739,-118.36251,-118.58421
RouteID_2789a213-5b36-4b29-83b0-a37661c7d74b,34.23485,34.144191,-118.393773,-118.58421
RouteID_2b185eb8-39d1-4f3f-8444-0018ddc61f88,34.23485,34.12962,-118.393407,-118.58421
RouteID_360a34bb-36b1-437f-90ff-7cd9da1518c7,34.23485,34.125076,-118.361259,-118.58421
RouteID_360d26f8-3f07-49d0-956d-cd73f36ba865,34.23485,34.137513,-118.386365,-118.58421
RouteID_3cfa9be0-707a-4111-b5c2-c46678a2e23e,34.23485,34.145351,-118.400072,-118.58421
RouteID_4893f932-c8d5-4f01-80d9-b3e4c0e16fdc,34.23485,34.141411,-118.374689,-118.58421
RouteID_539fc41a-4ef8-43bb-9bc6-cddc7ed4379b,34.23485,34.141442,-118.364223,-118.58421
RouteID_650b1a28-9f2d-447f-a1ab-10cc10e8bbe8,34.23485,34.144555,-118.400857,-118.58421
RouteID_7177fb88-bfac-43c6-bbcf-e57234649cba,34.23485,34.141312,-118.372521,-118.58421
RouteID_7567fe4c-134b-4d69-be51-a48414404f27,34.23485,34.141647,-118.36544,-118.58421
RouteID_af2e24db-b9bf-43d6-b663-a45f41c219d7,34.23485,34.124899,-118.37301,-118.58421
RouteID_d22b3e06-2717-4e4c-abf2-885b7d3b529a,34.23485,34.145142,-118.378999,-118.58421
RouteID_d5a97d5a-a3cd-43b4-b355-17a41a7f315f,34.23485,34.141787,-118.361521,-118.58421
RouteID_d8fccd31-2fe9-4586-a142-f51359fc3eae,34.23485,34.141268,-118.3712,-118.58421
RouteID_dd9b57db-bfcd-4fbd-93d7-fac82e80d109,34.23485,34.141268,-118.370546,-118.58421
RouteID_315dbc18-78a9-403b-b157-b237d517fc9a,34.23485,34.204969,-118.389002,-118.58421
RouteID_76a9a85f-1b40-44cd-a51b-a506a8d14488,34.23485,34.205081,-118.39104,-118.58421
RouteID_4a55ad0d-d039-4c05-b5e7-78b7bba78c3d,34.324116,34.23485,-118.430336,-118.58421
RouteID_22108821-b296-4945-8abd-80a4f6f8416b,34.315266,34.23485,-118.398495,-118.58421
RouteID_2fb6391e-e28e-4627-ad9d-e0f455b625c1,34.31492,34.23485,-118.432804,-118.58421
RouteID_a54a75f7-16a9-4599-af4a-44633d36b847,34.311566,34.23485,-118.431579,-118.58421
RouteID_e13f5fd9-6bfa-499f-9468-83acf749fd9f,34.32261,34.23485,-118.442957,-118.58421
RouteID_f0c38565-f943-4a00-92ea-4cfb125551cf,34.329079,34.23485,-118.452898,-118.58421
RouteID_f0c44a9d-4bfe-4a99-95ca-d6d5275ac565,34.324097,34.23485,-118.430497,-118.58421
RouteID_f2b52635-4164-4955-8ad0-4baebd837b37,34.328029,34.23485,-118.397565,-118.58421
RouteID_f87749e0-3ed7-4cda-a0de-d3a0f6e82ac6,34.324313,34.23485,-118.429531,-118.58421
RouteID_4f05b93f-0fea-4673-a749-7b32e0dec5c4,34.23485,34.135413,-118.544228,-118.584375
RouteID_65e09b77-4be6-439b-ab45-53009bda41cb,34.23485,34.162256,-118.528007,-118.58421
RouteID_6d6496a2-eec2-41d0-9db3-e9d287fe103a,34.23485,34.135766,-118.530821,-118.58421
RouteID_b4f2f28d-224f-4d9a-b6d0-15305db25845,34.23485,34.136023,-118.530821,-118.58421
RouteID_ccc91282-5a5b-48d2-828b-0f484892aa47,34.23485,34.153453,-118.350287,-118.58421
RouteID_2a1cf8ff-c7c6-4cf1-9cd5-f6e755cfa42f,34.23485,34.151883,-118.350574,-118.58421
RouteID_763de3b7-15c7-43de-af9d-9d5a3e43595e,34.23485,34.145355,-118.348208,-118.58421
RouteID_a773aa28-9e17-4822-9f49-933be4cb06ae,33.918699,33.807448,-118.324843,-118.38468
RouteID_10414f59-03d2-4c9a-9ef5-230ae0dfab17,33.918699,33.795789,-118.300987,-118.327705
RouteID_3b676853-3ed7-4401-8ef6-f346b18be700,33.918699,33.795791,-118.300361,-118.328887
RouteID_49ef11ce-d64e-4025-903c-8de13b52e63b,33.918699,33.859881,-118.324843,-118.36843
RouteID_4eaa5670-c2e9-44e9-bffa-09e24592c22d,33.918699,33.812042,-118.324843,-118.373808
RouteID_a35fa643-90bd-4df6-975f-32c429846e9c,33.918699,33.782178,-118.324843,-118.353927
RouteID_a6c79990-0bf9-41b0-ac25-c71370906b09,33.918699,33.800086,-118.314044,-118.343739
RouteID_c2fc0047-ae20-4c76-9eb3-e5b8f3e75cf0,33.918699,33.844308,-118.324843,-118.388761
RouteID_01e9bcd8-7c3a-4b55-ae2f-192c7cadd0d9,33.918699,33.8429,-118.324843,-118.388821
RouteID_0fc7c562-0e3b-410a-95b1-f7280e015529,33.918699,33.84252,-118.324843,-118.373712
RouteID_13702b8a-f4ee-451d-a059-d7e040ef690f,33.918699,33.795789,-118.300964,-118.324843
RouteID_235d19db-3c94-4c84-9c5a-eb68d02db745,33.918699,33.781716,-118.324843,-118.355595
RouteID_3022aacd-3a6d-4e33-9283-347ac7339063,33.918699,33.797643,-118.324054,-118.35483
RouteID_614f11dc-46cf-4c52-821d-5b65f480a87b,33.918699,33.873135,-118.302914,-118.341922
RouteID_76fdbf9c-80cd-4ed1-acca-e425167da02b,33.918699,33.837589,-118.324843,-118.387429
RouteID_773abed8-5c28-43db-8a44-0a50f85df7c3,33.918699,33.86054,-118.324843,-118.35854
RouteID_89413a52-5b52-44dc-a4af-2cba22a27560,33.918699,33.79576,-118.300361,-118.324843
RouteID_abdda295-a77c-4175-ac51-7e9b98dae1fa,33.918699,33.795791,-118.305387,-118.340636
RouteID_b923d3f9-13fe-4f1e-a52b-84ba3161c25c,33.918699,33.811943,-118.324843,-118.369252
RouteID_e4e6d03f-c581-4c55-a569-ccf3261dc519,33.918699,33.795604,-118.302047,-118.335489
RouteID_ed9e9b18-c25c-41e7-902c-635c0d6938f2,33.918699,33.792949,-118.324843,-118.3916
RouteID_4c06b261-0443-46af-8deb-555e34156507,34.048854,34.007369,-118.143927,-118.296317
RouteID_256fe43c-7ce7-42dd-aa69-4c0da72cd9a5,34.043738,34.007369,-118.143927,-118.295764
