route_id,bbox_north,bbox_south,bbox_east,bbox_west
RouteID_a44c08be-1a04-4b84-89c0-4d4f85aafa70,34.072857,34.007369,-118.143927,-118.257178
RouteID_b3259d3d-7128-4957-9585-504f8e7bbb8c,34.087099,34.007369,-118.143927,-118.276195
RouteID_d103b06a-9132-4f16-b97c-95628fbd0d5b,34.087212,34.007369,-118.143927,-118.276259
RouteID_e18f4d42-a31f-4b0f-b056-ecb8dae9b311,34.095078,34.007369,-118.143927,-118.256896
RouteID_e245c849-5520-4b34-a4fe-55ef8237cc59,34.095043,34.007369,-118.143927,-118.258383
RouteID_fd1e40e1-1fcf-405e-99d1-c3e8da5aea3d,34.083096,34.007369,-118.143927,-118.266632
RouteID_0c669d0f-15d4-4c69-bd3b-cacf0a5827e6,33.930841,33.917112,-118.324843,-118.426934
RouteID_d4e35d1a-d5cd-4d72-b4a0-d33c3c39a508,33.930855,33.916098,-118.324843,-118.426934
RouteID_70056a85-980e-4100-815e-524b70a51805,34.091672,34.007369,-118.143927,-118.256708
RouteID_18d7a0ff-40bb-4191-8c6f-80132647c1a2,34.23485,34.14439,-118.484032,-118.58421
RouteID_41e41276-2263-4bdc-bb67-ad5a6308eb69,34.23485,34.172219,-118.506455,-118.58421
RouteID_68dd81c5-08cb-4b5a-8242-39168c7f08be,34.23485,34.155897,-118.482499,-118.58421
RouteID_72c396a6-f60b-49b3-90ed-c3a37aa43258,34.23485,34.171643,-118.506438,-118.58421
RouteID_9e02ecb9-4a77-49af-92c4-f85a1ae18d78,34.23485,34.171541,-118.505879,-118.58421
RouteID_a8c51576-4251-4d97-8eeb-652a7f3005e5,34.23485,34.129933,-118.479589,-118.58421
RouteID_2a957ed6-9364-41c8-b4f1-c6a9c8683c1b,34.23485,34.171737,-118.51048,-118.58421
RouteID_2cbaef5c-d4c5-4493-af6a-ed0209a55f20,34.23485,34.158168,-118.496007,-118.58421
RouteID_3b5f5408-dbdb-458d-b0f2-783221986b9d,34.23485,34.154798,-118.478005,-118.58421
RouteID_4277741d-ffe3-4594-a70a-b06d4c5b0936,34.032022,34.007369,-118.143927,-118.300281
RouteID_e4ec246f-ada3-463f-9827-2eb024582b38,34.097749,34.007369,-118.143927,-118.352242
RouteID_25ff6914-caaa-453a-8f1e-7ff12b86845a,34.080212,33.918699,-118.324843,-118.369197
RouteID_32c9a146-86a7-4979-b6c2-c137e22fc9a7,34.092247,34.007369,-118.143927,-118.357852
RouteID_4fa1fd32-d27c-4c38-9a54-fd1bf765b305,34.083751,33.918699,-118.324843,-118.367999
RouteID_e44ac5b6-e650-4ad7-9c66-e79576d34af7,34.095508,34.007369,-118.143927,-118.357409
RouteID_259368c2-15b0-4b15-91d4-61c16fd3b649,34.007369,33.961651,-118.143927,-118.282688
RouteID_ed0dfe15-9cce-4e56-a4d2-c51c52d296a8,34.007369,33.958048,-118.143927,-118.282521
RouteID_263b3a26-f295-4887-bf1f-bd576bf8f4a0,34.007369,33.947374,-118.143927,-118.265138
RouteID_4c41f82f-0a8a-4bf8-924a-3aa71df59478,34.007369,33.947166,-118.143927,-118.254217
RouteID_4d60fbeb-9860-4995-8f5c-145416eb24c2,34.007369,33.947374,-118.143927,-118.264381
RouteID_6180bb45-0c26-462b-a3a2-fe35c85840dc,34.007369,33.938985,-118.143927,-118.250722
RouteID_75383236-95bd-4a55-8bad-1f7c8b05deee,34.007369,33.947065,-118.143927,-118.255985
RouteID_b3bd73d9-a6b6-4b59-91e6-b61c5d92eef9,34.007369,33.947761,-118.143927,-118.265552
RouteID_e9de5a97-feb0-406f-8e5e-b2d46307f639,34.007369,33.948405,-118.143927,-118.264827
RouteID_0c2c04fa-8052-4195-85b7-1b648d3832bd,34.157012,33.965477,-117.653303,-117.858927
RouteID_192b99c5-28e2-4f51-9dd7-e572d95b0e6b,34.157012,33.965477,-117.653303,-117.859082
RouteID_1de9b155-f021-47b8-912d-fb5d6fc28c05,34.153187,33.965477,-117.653303,-117.84626
RouteID_25c561ec-1d61-405a-b748-c815198ce87c,34.152913,33.965477,-117.653303,-117.861526
RouteID_36b9486e-aed8-4b0e-927a-304a83506d5f,34.155603,33.965477,-117.653303,-117.861178
RouteID_43468dbc-221d-4d1a-a025-67b539817861,34.157943,33.965477,-117.653303,-117.860514
RouteID_4673173f-cb2a-47c4-9bab-bbb7b46e83ba,34.150134,33.965477,-117.653303,-117.880185
RouteID_46a0f815-4afe-4eaa-b34a-754e712e9b9a,34.15063,33.965477,-117.653303,-117.888932
RouteID_4a0472b0-c5d2-450b-b4fc-9e725092134e,34.123021,33.965477,-117.653303,-117.87049
RouteID_562005aa-6626-4fcd-a2c4-ea42f0528bdf,34.148099,33.965477,-117.653303,-117.86411
RouteID_61e31080-389f-4885-b6b5-dfa139305d54,34.146143,33.965477,-117.653303,-117.843088
RouteID_6450098a-c98f-49d2-99de-6fe1166dfa52,34.155603,33.965477,-117.653303,-117.861522
RouteID_69dad619-561f-4ba4-8b34-4dec2f7d8ce0,34.121018,33.965477,-117.653303,-117.881466
RouteID_6c494492-1d00-4bf6-9b65-b7c43eaa09f5,34.155603,33.965477,-117.653303,-117.861178
RouteID_6cb190b5-19ed-4149-9f95-2ccc58471b14,34.156993,33.965477,-117.653303,-117.859312
RouteID_7b0b97db-b3e3-46d2-8d49-3dbf1392774c,34.121078,33.965477,-117.653303,-117.881463
RouteID_7d5e1acf-2ced-4f37-9936-177a5485a02c,34.154105,33.965477,-117.653303,-117.84626
RouteID_7ed304db-2df3-4dc5-88a0-8f5c4fb367af,34.157012,33.965477,-117.653303,-117.861178
RouteID_7fc0fd14-95c8-45c1-a64a-de4a9779ad46,34.151301,33.965477,-117.653303,-117.888843
RouteID_815a7867-c67b-4ba9-8fbf-9a1b983e8e92,34.157943,33.965477,-117.653303,-117.859288
RouteID_92258d20-c45e-4774-a7d4-52850ed2cf40,34.157012,33.965477,-117.653303,-117.859267
RouteID_928223de-c16a-4ae7-8107-c57bf680926f,34.154437,33.965477,-117.653303,-117.859402
RouteID_939d6dde-41f7-4b26-975f-ad55efd2b1cc,34.151003,33.965477,-117.653303,-117.889579
RouteID_9460ac40-0616-42c1-9789-f13ccf9bcbc0,34.154811,33.965477,-117.653303,-117.859267
RouteID_963e5efd-3d7d-4242-b889-e91ab4b7c65c,34.121018,33.965477,-117.653303,-117.866567
RouteID_9963f6f6-a7ed-4095-9b40-e802fa4206f6,34.146724,33.965477,-117.653303,-117.844623
RouteID_9efdc483-0a66-4f59-bf93-69e0bc3ce285,34.155603,33.965477,-117.653303,-117.861178
RouteID_9f873247-213a-443b-a765-9584946c55a8,34.151355,33.965477,-117.653303,-117.888784
RouteID_a02de582-88ca-49da-bf2a-51814398c196,34.155603,33.965477,-117.653303,-117.861178
RouteID_a03313e3-b6d4-44ab-9d8b-53e5b1e5190d,34.149506,33.965477,-117.653303,-117.866753
RouteID_a3fd6021-d2de-4a2e-90b9-6d7b0389f1a7,34.151301,33.965477,-117.653303,-117.876254
RouteID_a4da262c-cd81-45c1-baff-f4ab8306c91e,34.123035,33.965477,-117.653303,-117.866567
RouteID_ab30cf52-63d1-4d4b-8a6a-5cd3eda0be93,34.126816,33.965477,-117.653303,-117.880792
RouteID_ad7d3348-b2f9-4cc4-aa5c-beb663f0b6e4,34.156269,33.965477,-117.653303,-117.861178
RouteID_b39a6f98-f513-48e8-8a13-671a0a47d95f,34.155603,33.965477,-117.653303,-117.861178
RouteID_b7238124-d2a8-4782-b784-caad87b5258c,34.150575,33.965477,-117.653303,-117.880185
RouteID_c4c96d9f-6311-4fdf-bcf4-4bb346cf45fa,34.156269,33.965477,-117.653303,-117.861163
RouteID_d1e6458c-bc84-46c4-bb29-bb7e2ddb96aa,34.15223,33.965477,-117.653303,-117.880333
RouteID_d2785d55-dbcf-4489-9c81-a41afd905a80,34.155603,33.965477,-117.653303,-117.861178
RouteID_ddd9ec2d-127b-46aa-bfe0-c019ab52c9bc,34.150679,33.965477,-117.653303,-117.88941
RouteID_e68006d4-764f-43a0-ad3b-e4f73c5499d9,34.146046,33.965477,-117.653303,-117.862904
RouteID_efa8aa4d-ee36-4b72-b6d8-27d46771690c,34.121075,33.965477,-117.653303,-117.878016
RouteID_f0f5a443-0919-4ed2-9d23-050b99628523,34.155567,33.965477,-117.653303,-117.86182
RouteID_f427faba-4b21-4b30-aa15-3f4c7b96f40b,34.148029,33.965477,-117.653303,-117.888359
RouteID_0590605b-45b8-48ce-9f4d-9b303bd8a8ea,34.149836,33.965477,-117.653303,-117.889222
RouteID_2cf6ae7c-4fff-4582-a6b9-be83e652e506,34.15223,33.965477,-117.653303,-117.879036
RouteID_2d0fbc6f-c0b7-4bb1-ae6e-27242292b446,34.147244,33.965477,-117.653303,-117.88941
RouteID_5a8b259d-736c-48c9-bda5-6b207f42c0aa,34.143172,33.965477,-117.653303,-117.834989
RouteID_5b253a36-8ef8-4e6a-bd1c-71180596e46f,34.121018,33.965477,-117.653303,-117.881466
RouteID_a7609712-e5c5-4718-a4fd-2dce0181fe02,34.133813,33.965477,-117.653303,-117.881467
RouteID_b1e0fa64-9d03-431f-8a50-26003fe670cd,34.157012,33.965477,-117.653303,-117.86152
RouteID_b71ff827-2ba4-4406-8904-74503c15d092,34.146695,33.965477,-117.653303,-117.843736
RouteID_f8455888-f3d5-41b5-a2b3-c45715179055,34.145241,33.965477,-117.653303,-117.8351
RouteID_1a6fb97c-0be1-475a-bbf6-766a0e1b7e63,33.959971,33.918699,-118.288625,-118.324843
RouteID_8d800205-c71b-4d69-b615-8e3074678027,33.959933,33.918699,-118.28864,-118.336041
RouteID_fcaf2c7b-eac6-493d-8a18-b016fc2a06a2,33.958931,33.918699,-118.288625,-118.324843
RouteID_07d46ee6-2edc-4d6b-be85-751d2496aaa1,34.301209,34.23485,-118.469506,-118.58421
RouteID_1e59fe32-ef5b-4126-8487-6f519c3ef5fc,34.270792,34.23485,-118.473125,-118.58421
RouteID_30ad3e01-dde1-4cf4-9b8d-c9825da3a2a2,34.302188,34.23485,-118.483736,-118.58421
RouteID_41d79900-22f1-4eb4-bda9-cffdd9f88043,34.30677,34.23485,-118.500179,-118.58421
RouteID_8281d6a2-7db3-46ba-aee0-e9f5404ce79e,34.329079,34.23485,-118.460924,-118.58421
RouteID_c4d52dd0-8c3a-4723-ad85-857b5e8564a3,34.281906,34.23485,-118.479098,-118.58421
RouteID_c50435bb-564b-4afe-bd35-7816123b3afa,34.275662,34.23485,-118.473269,-118.58421
RouteID_6467d727-5eb9-40ef-bb0b-5275641f2abe,34.080634,34.007369,-118.143927,-118.338483
RouteID_89c613d5-3801-49bc-83c6-ac01ac4705bb,34.083303,33.918699,-118.324843,-118.344061
RouteID_dc486a1c-3bf5-4465-9b5a-7f8eb47f63e6,34.088715,34.007369,-118.143927,-118.338515
RouteID_de87085a-6751-46b0-b139-4c3694b2b945,33.918699,33.775481,-118.297996,-118.324843
RouteID_1e3c7d27-aad4-4440-b1f5-529a2a0b09a6,33.918699,33.775894,-118.298304,-118.324843
RouteID_7cbca851-d05a-4a4d-876c-485e42e4b322,33.918699,33.772764,-118.268299,-118.324843
RouteID_cb8b2c27-9978-4b88-8106-13b865d5b862,33.918699,33.782617,-118.290879,-118.324843
RouteID_14ecef4d-a551-4d0b-8af6-8c9a6bad7792,33.918699,33.802849,-118.289179,-118.324843
RouteID_47c74567-2e76-4d97-ac26-43e9197b9829,33.918699,33.808827,-118.294111,-118.324843
RouteID_f6f5d46e-5f57-4cf0-9e42-cccedfe1a1f5,33.939209,33.893641,-118.266616,-118.324843
RouteID_3601a45c-9eed-400b-801a-535f496a98f2,34.060414,34.007369,-118.143927,-118.309038
RouteID_59d024af-760e-45ea-a720-903d7ff67109,33.918699,33.814032,-118.056227,-118.324843
RouteID_83475649-5542-484f-bd7e-63af510fb349,33.932631,33.918699,-118.324843,-118.366538
RouteID_823bedf1-e167-439e-ad35-2b526542e44c,33.932608,33.916399,-118.324843,-118.378429
RouteID_f566cbae-afbf-4bfa-b17e-f504248b75c1,33.918699,33.851619,-118.324843,-118.402387
RouteID_7d233ba2-bc21-41ca-8a8d-e498c0724e0b,33.918699,33.856396,-118.324843,-118.403766
RouteID_17004243-c9a9-4329-9c53-5a231ee82387,33.918699,33.864213,-118.324843,-118.407741
RouteID_3583940a-3b68-44e6-8f61-e39a6679d871,33.918699,33.84924,-118.324843,-118.404421
RouteID_4e987be9-fe95-48ff-92bb-67d76ba983f9,33.918699,33.847466,-118.324843,-118.396348
RouteID_7045ba89-6644-4525-8475-286f1d31686d,33.918699,33.850949,-118.324843,-118.403417
RouteID_aa07f149-e5dc-474a-807d-959841e7a7eb,33.918699,33.867733,-118.324843,-118.407882
RouteID_c4aac70f-31c4-47d8-8183-b6fa88acb0d2,33.918699,33.857081,-118.324843,-118.397144
RouteID_846dc94d-9cbc-43f0-a537-4a81c8d7fa8d,34.020035,33.999251,-118.143927,-118.273211
RouteID_da1c0234-7292-46d8-b2f7-9f1c95a59665,34.019646,33.998794,-118.143927,-118.272829
RouteID_5c3f964a-8453-44d9-8aaf-88781c8ccc44,34.019873,33.998792,-118.143927,-118.272831
RouteID_0779b723-1953-4d57-abce-9bb4ae08e327,34.100578,34.007369,-118.143927,-118.357099
RouteID_1dc8b0f4-66fa-4251-b56c-17a225588c0b,34.101296,34.007369,-118.143927,-118.352879
RouteID_2100cf2c-7bfc-401f-99aa-8a0ce098fa38,34.09475,34.007369,-118.143927,-118.314008
RouteID_27f4dd50-fb11-4183-95e1-677b9c4013a7,34.107937,34.007369,-118.143927,-118.363496
RouteID_92d5f4cc-d06e-4282-853e-3ea4195544e0,34.099601,34.007369,-118.143927,-118.359727
RouteID_a5d547b2-2766-4dc6-9551-4a0effa4473b,34.103168,34.007369,-118.143927,-118.340483
RouteID_c4414c09-9393-4e07-9fe0-091959741cb2,34.11146,34.007369,-118.143927,-118.363827
RouteID_c979a9f2-4667-4141-bf71-10f33cce4102,34.094344,34.007369,-118.143927,-118.331354
RouteID_f3d53949-1653-46f2-843e-8c46a1557368,34.088495,34.007369,-118.143927,-118.335708
RouteID_0516c035-87a6-414a-a031-d8cab8ae8a0a,34.117395,34.007369,-118.143927,-118.337412
RouteID_0cbb00a7-62b1-452c-83f1-a787e616582b,34.152073,34.007369,-118.143927,-118.344896
RouteID_1be05be5-4fd0-4338-8959-f55f90168d35,34.131337,34.007369,-118.143927,-118.343919
RouteID_22444069-c6d3-465c-92ab-9bc14bc88128,34.13171,34.007369,-118.143927,-118.370483
RouteID_3217c114-0f45-4b25-a954-9f5d4733f1c4,34.142293,34.007369,-118.143927,-118.367058
RouteID_43f1ec8f-e45c-4f13-a08c-2f6e37e8ddfd,34.136521,34.007369,-118.143927,-118.367995
RouteID_4d57edec-1cea-482c-9e00-1748e3e08b21,34.136781,34.007369,-118.143927,-118.369607
RouteID_6f0a23c5-f26f-4f64-83b4-b37ee2120214,34.119618,34.007369,-118.143927,-118.320488
RouteID_92fa01bd-1907-4b1c-ab57-2b466ca1c60b,34.13596,34.007369,-118.143927,-118.367122
RouteID_b10bcbd7-8abe-4a8a-be8a-5a920dd1e7bd,34.132998,34.007369,-118.143927,-118.345284
RouteID_d94269fa-c101-4d7d-bc83-2387ec8e0395,34.136613,34.007369,-118.143927,-118.367058
RouteID_e9d020c5-ec92-4f99-b435-4001fcc7c4cf,34.142293,34.007369,-118.143927,-118.367995
RouteID_0628ec83-f3d0-4e93-9c86-d140dcb65267,34.136546,34.007369,-118.143927,-118.367122
RouteID_07e31b9c-198c-4a2d-aee8-9c5dab86b782,34.119159,34.007369,-118.143927,-118.350953
RouteID_107f1548-fbec-4de1-b846-4ce133a0ea7d,34.132998,34.007369,-118.143927,-118.345024
RouteID_164548bc-fda0-46ab-902a-9c8bd82061ba,34.13137,34.007369,-118.143927,-118.342883
RouteID_1b77ba33-65ce-4eea-b8dd-a5c6ed63ea59,34.11922,34.007369,-118.143927,-118.320474
RouteID_6766813c-0c78-4cca-b196-d828aae5c20d,34.119047,34.007369,-118.143927,-118.349787
RouteID_6d8f3489-19a7-4bce-a3a9-3c4f8e986137,34.119137,34.007369,-118.143927,-118.351001
RouteID_72e6137c-7f33-4eaf-b84c-7b3350a49fb9,34.133535,34.007369,-118.143927,-118.343919
RouteID_74efb214-88ff-4e2a-b326-331208733fea,34.11926,34.007369,-118.143927,-118.350501
RouteID_a08296de-f83a-4b0e-a085-2767bf9c7528,34.132735,34.007369,-118.143927,-118.345589
RouteID_a91523a8-433c-4b10-ad77-c88f04f140c4,34.131613,34.007369,-118.143927,-118.34041
RouteID_bbdff169-e586-4fb9-9f6b-d1f1f0ce7fb5,34.126643,34.007369,-118.143927,-118.32525
RouteID_c63995d7-c1d8-4e4b-be7e-eaa0523b1c99,34.126182,34.007369,-118.143927,-118.323121
RouteID_d727d1a7-4e30-4dd6-9b9c-118bd9149966,34.133512,34.007369,-118.143927,-118.343895
RouteID_41124cef-9057-4484-817a-9f26d7f25d85,34.107411,33.918699,-118.324843,-118.395389
RouteID_41a343e3-80fa-4073-aca6-eee03beaa4bf,34.107411,33.918699,-118.324843,-118.394379
RouteID_53024438-1392-405d-93f5-c30c38e7a981,34.121158,34.007369,-118.143927,-118.38021
RouteID_92ac7c22-a275-4f96-bca6-90bf9bd34f47,34.106493,33.918699,-118.324843,-118.395794
RouteID_9b2082a7-4b66-432d-a546-5044f7732e0f,34.106646,33.918699,-118.324843,-118.391909
RouteID_bd9cf801-7ad3-40ea-bfe6-168c66439283,34.111813,34.007369,-118.143927,-118.377588
RouteID_bf43b960-31e2-4ee1-9025-fae52630e922,34.129038,34.007369,-118.143927,-118.391919
RouteID_ccc0fdb0-5371-42b5-81e3-6c92fb11d8af,34.106493,33.918699,-118.324843,-118.396262
RouteID_d07168fc-d449-4d2b-82e6-2e306d7eb240,34.129557,34.007369,-118.143927,-118.391649
RouteID_d551669e-f8cd-4bfa-87cd-396213c77854,34.129914,34.007369,-118.143927,-118.39066
RouteID_e016cc9a-858f-4b9b-aefe-19b794931935,34.129914,34.007369,-118.143927,-118.391919
RouteID_31c9e02e-c92d-43eb-9190-f42221d9a2f3,34.109611,34.007369,-118.143927,-118.377943
RouteID_5adcf2b9-f7e2-4db7-b0e0-ef1231ea1bb6,34.130141,34.007369,-118.143927,-118.387679
RouteID_776d43e6-db17-448c-92b8-5c44d11121d3,34.12863,34.007369,-118.143927,-118.391919
RouteID_99adc175-b49c-48a4-bf5b-89c9551303bb,34.121165,34.007369,-118.143927,-118.385158
RouteID_ab9e4142-7a2b-412c-8a81-30ea547568c3,34.114372,34.007369,-118.143927,-118.363671
RouteID_cc889e41-0fb9-4533-a6f0-58e70510595f,34.105672,33.918699,-118.324843,-118.394188
RouteID_f062bab1-6088-4123-a2c0-0f4d6f278962,34.107411,33.918699,-118.324843,-118.38865
RouteID_6a906f18-d67c-4c31-9d87-1b70739c3a66,34.007369,33.949207,-118.143927,-118.221782
RouteID_93dd05db-24d2-47b9-83a3-57889587c9e3,34.007369,33.957362,-118.143927,-118.230029
RouteID_a4272688-1fb9-4e59-bf27-281a6cfae1f8,34.007369,33.956941,-118.143927,-118.230039
RouteID_fdf39434-8bd9-47c5-ae35-c9c3e252e370,34.00367,33.918699,-118.31815,-118.341793
RouteID_83e31c32-08e9-4d45-82ee-93feda7bd57a,34.004059,33.918699,-118.313828,-118.341552
RouteID_d5f32ade-687a-4130-9d37-001cd31975b4,33.98737,33.918699,-118.320662,-118.343099
RouteID_948213de-90d0-4b97-8fb9-490877eeb2a3,34.04059,33.965477,-117.653303,-117.865574
RouteID_ad8d74d8-7b53-4c21-b53b-cce1d3a5d8ae,33.960758,33.918699,-118.290522,-118.340039
RouteID_6250ba47-dd0f-4247-a507-df15bdf41fba,33.968626,33.918699,-118.296968,-118.339728
RouteID_8a4e878d-dba9-4ca4-bbcf-2d70752ed51a,33.980778,33.918699,-118.324843,-118.375883
RouteID_bad7aac9-f29b-4afc-bff6-2a28dbf3618c,33.963765,33.918699,-118.303575,-118.339352
RouteID_d12f1cc8-0fa3-45e1-9109-ff97e7718ad9,33.96886,33.918699,-118.324843,-118.368181
RouteID_2399e86e-3ba0-4b23-86a9-cd40c0cb9827,34.059336,34.007369,-118.143927,-118.304177
RouteID_5b7abdc4-876b-4a35-b371-ed7409bec01b,34.059301,34.007369,-118.143927,-118.304169
RouteID_13084739-93ee-46c2-9351-7c932f302b1a,33.965477,33.881529,-117.653303,-118.006987
RouteID_33dcdca7-603d-4ff7-b9b3-200fdfef531d,33.965477,33.891743,-117.653303,-118.014415
RouteID_35117cdf-a2f0-4d16-8b7f-fb3aaa715803,33.965477,33.881529,-117.653303,-118.006828
RouteID_3c94d1aa-d42d-4ad3-b33b-768122f91a96,33.965477,33.883806,-117.653303,-118.018959
RouteID_3f733b9c-3a7a-46a0-ac61-defb77505041,33.965477,33.894022,-117.653303,-118.03743
RouteID_43c5479c-69d5-415c-af7d-ec09bcc4c92d,33.965477,33.903277,-117.653303,-118.028618
RouteID_4a48cec1-86b0-442b-9edf-02a07bdc07d3,33.965477,33.886637,-117.653303,-118.019071
RouteID_4a9ba924-33dd-480b-b10a-243631b9673d,33.965477,33.901603,-117.653303,-118.028403
RouteID_54ac8d11-46fa-438c-bf08-038c160a03dc,33.965477,33.885253,-117.653303,-118.004635
RouteID_6a1bc14c-dec6-4771-beb0-71d5952ff8ae,33.965477,33.89384,-117.653303,-118.037598
RouteID_73c57618-0f3c-4c40-8056-8a832dc88e05,33.965477,33.882119,-117.653303,-118.019071
RouteID_887cde0d-2138-4f2d-9924-919748de37d9,33.965477,33.882119,-117.653303,-118.014776
RouteID_8b18ea27-b7e2-4c6d-9e49-3ee79a6bd3df,33.965477,33.885263,-117.653303,-118.003959
RouteID_8bfad394-cc0c-4301-9c16-003785b3c2ee,33.965477,33.881529,-117.653303,-118.019049
RouteID_8cfcd2bb-4595-4a86-88cd-388b6deba2b9,33.965477,33.883353,-117.653303,-118.018545
RouteID_9fd7ee84-fba5-4980-b1c5-6af9401a32c6,33.965477,33.908082,-117.653303,-118.019973
RouteID_c08fcc23-2bb8-42bb-98ee-4641e514088f,33.965477,33.884851,-117.653303,-118.004635
RouteID_c69ea340-7174-4356-84b0-e924d9d6c890,33.965477,33.892218,-117.653303,-118.014225
RouteID_c8bddb70-6705-4941-a07e-925299111227,33.965477,33.89458,-117.653303,-118.02862
RouteID_cca8d2e4-46dd-4f85-bb4d-8222e2cd48a6,33.965477,33.89448,-117.653303,-118.03743
RouteID_cd69750e-42f3-450c-a0b1-448219c3a34e,33.965477,33.882119,-117.653303,-118.019071
RouteID_cde9bf43-2323-4be8-b178-d128b1fac77d,33.965477,33.883584,-117.653303,-118.008797
RouteID_ce352b9d-41a7-4510-83e1-db83de2706fe,33.965477,33.902325,-117.653303,-118.024279
RouteID_d896ed72-28ef-4132-a815-d6e45a5c349f,33.965477,33.899097,-117.653303,-118.020051
RouteID_e181241a-5b91-4181-9fb9-5d38ca124708,33.965477,33.88796,-117.653303,-117.994913
RouteID_e3493357-edb0-4430-b22e-6190806c27e6,33.965477,33.882486,-117.653303,-118.01884
RouteID_e6c5c204-e654-48fa-b7bd-4a911794c14a,33.965477,33.881529,-117.653303,-118.004635
RouteID_ee6e7947-0cd7-4dbc-bfa8-76e5a02c7b35,33.965477,33.89311,-117.653303,-118.014156
RouteID_f3beffd4-410d-4fa0-8510-0d58366a0068,33.965477,33.883841,-117.653303,-118.018969
RouteID_fa5f77ea-c423-4f0c-8c44-5dd6e042216c,33.965477,33.903396,-117.653303,-118.028049
RouteID_fb92a892-8d66-442e-bd95-e82d95900397,33.965477,33.892734,-117.653303,-118.037388
RouteID_02883f75-7507-4664-9a6d-5b963760a087,33.965477,33.902097,-117.653303,-118.028971
RouteID_6151ed34-9a5b-401e-9317-305862a35a23,33.965477,33.883348,-117.653303,-118.019185
RouteID_66d4dd35-07cb-4869-bd79-650bca6ef1f7,33.965477,33.893951,-117.653303,-118.037598
RouteID_8d46bdb6-ea28-4404-a127-3b6fd77a3a74,33.965477,33.896764,-117.653303,-118.028894
RouteID_8de6b935-071c-44c2-8b74-da0615b97e13,33.965477,33.88363,-117.653303,-118.018466
RouteID_af6a312e-1c08-455d-9dfd-c9cbdee0fa24,33.965477,33.892271,-117.653303,-118.037429
RouteID_b7e9b0ce-f2fa-4ae6-96db-5b9bbb2c301a,33.965477,33.895729,-117.653303,-118.001379
RouteID_fc079256-f052-4eea-8286-53b6c4edde7d,33.965477,33.90695,-117.653303,-118.001422
RouteID_1537f298-8593-4828-81dd-2b3a701ae04b,34.151541,33.965477,-117.653303,-117.790186
RouteID_2b654a90-82cd-457b-aa02-80093faece3a,34.131257,33.965477,-117.653303,-117.783731
RouteID_2bfd25af-7671-45b4-8fb2-65fa89017231,34.152119,33.965477,-117.653303,-117.782442
RouteID_4a68c371-bd49-4327-a798-88c0a62f03f7,34.112327,33.965477,-117.653303,-117.768718
RouteID_6ba6f0e0-18be-4e03-9155-e6e4f45a885b,34.13789,33.965477,-117.653303,-117.766616
RouteID_7a480d64-4368-4858-93f4-0537354d87b0,34.125827,33.965477,-117.653303,-117.78603
RouteID_81ff5533-1597-4d47-a2df-8bc95680f04b,34.112301,33.965477,-117.653303,-117.789734
RouteID_842ca146-cf8a-4e51-97a9-e27cfd5de078,34.114493,33.965477,-117.653303,-117.768127
RouteID_8f68a42f-658f-4793-9c11-7a18ecd13545,34.151281,33.965477,-117.653303,-117.775031
RouteID_98e127f9-64d6-4ae5-acf5-3380315a18fc,34.12888,33.965477,-117.653303,-117.79337
RouteID_a5a56b8d-d4cf-4a3e-a4cd-72a326f71588,34.1395,33.965477,-117.653303,-117.799208
RouteID_b99b4645-4432-4004-9806-438dfb8e241a,34.150826,33.965477,-117.653303,-117.774786
RouteID_be16c5b1-bc2e-4789-b582-e35152bb9344,34.112307,33.965477,-117.653303,-117.770043
RouteID_de1984ee-19c6-4320-9a80-383de34e51a5,34.14271,33.965477,-117.653303,-117.768184
RouteID_e1b57320-4115-43c8-8387-6b8e77b04d82,34.151516,33.965477,-117.653303,-117.790239
RouteID_1d2a0c4e-f475-41e4-a159-474e3ef3fc18,34.151516,33.965477,-117.653303,-117.783354
RouteID_2fb063a3-024f-4023-adc0-6cafbbdfd9ab,34.115337,33.965477,-117.653303,-117.768725
RouteID_3c731ed4-b932-474a-ad41-2710b4389698,34.151216,33.965477,-117.653303,-117.790239
RouteID_49a6e711-1006-494f-b4c9-847cbbbf0cbf,34.151516,33.965477,-117.653303,-117.775043
RouteID_5404e6dd-2459-4f3d-a153-681d420c3c7e,34.138096,33.965477,-117.653303,-117.768184
RouteID_54cdd958-37bb-4862-902c-01ee65a2100c,34.152119,33.965477,-117.653303,-117.78908
RouteID_5c29e832-e56a-4354-a99d-1a8c82488e0a,34.135795,33.965477,-117.653303,-117.768725
RouteID_5e811567-2598-4442-bd75-f165d7964d13,34.135793,33.965477,-117.653303,-117.767931
RouteID_6e586120-b544-438c-8698-6a7eb57c2a1f,34.151484,33.965477,-117.653303,-117.790186
RouteID_75c3df34-f96c-4e47-bff3-ae190fbf341c,34.130456,33.965477,-117.653303,-117.784523
RouteID_9221a08a-6e4e-4081-887d-b3219b0ae5b6,34.147834,33.965477,-117.653303,-117.790227
RouteID_a3108d6f-1ea5-404b-b30e-ef66f1a29dc9,34.151537,33.965477,-117.653303,-117.790186
RouteID_b6ece0ab-a87e-412c-baad-7cc357dea295,34.151522,33.965477,-117.653303,-117.782414
RouteID_ca9c3072-5d62-46c5-bce9-e77dd6e6b650,34.140068,33.965477,-117.653303,-117.808733
RouteID_ce272849-5059-4a41-993c-c7f89e680b4d,34.23485,34.186631,-118.490206,-118.58421
