Name,Centroid Lat - mean - (deg),Centroid Lon - mean - (deg),Centroid Lat - stdev - (deg),Centroid Lon - stdev - (deg),Number of delivery stops,Number of depot stops,Number of packages,Number of delivered packages,Number of rejected packages,Number of failed attempted packages,Avg packages per stop,Rejected packages (%),Delivered packages (%),Failed attempted packages (%),Bbox area - (km^2),Bbox north - (deg),Bbox south - (deg),Bbox east - (deg),Bbox west - (deg),Total Euclidean distance (km),Total Driving distance (km),Total Circuity factor,Avg Euclidean distance per stop (km),Avg Driving distance per stop (km),Avg Circuity factor per stop,Min Circuity factor per stop,Max Circuity factor per stop,Median Circuity factor per stop
RouteID_8944c516-65c8-4f73-8d46-47de5eb337ad,34.07163187,-118.5578987,0.010402745,0.006709641,143,1,296,296,0,0,2.06993007,0,1,0,823.849342,34.0802,33.918699,-118.324843,-118.573669,75.9923112,102.544,1.349399675,0.527724383,0.712111111,1.520381435,0,10.09080296,1.140859472
RouteID_9b85b2fe-2afc-415c-8fe1-6238db19d9dd,34.04482798,-118.528067,0.005401447,0.004968091,127,1,297,296,0,1,2.338582677,0,0.996632997,0.003367003,601.8891982,34.055553,33.918699,-118.324843,-118.539339,63.05313553,85.334,1.353366479,0.492602621,0.666671875,1.398614879,0.985001821,6.493779205,1.108821459
RouteID_d3e6f720-e316-41d2-a145-bb2323ecd2fd,34.04830321,-118.5373516,0.004744011,0.003851344,136,1,260,257,0,3,1.911764706,0,0.988461538,0.011538462,654.5203508,34.063416,33.918699,-118.324843,-118.545432,67.60923131,89.445,1.322970226,0.493498039,0.652883212,1.261014266,0.905022182,5.090001752,1.097891469
RouteID_272e2b3f-dc0e-40c7-b5cb-97da39aca7f3,34.03710194,-118.5096952,0.009306891,0.004063952,100,1,258,257,0,1,2.58,0,0.996124031,0.003875969,572.4114413,34.064152,33.918699,-118.324843,-118.516784,61.65540615,81.677,1.324733792,0.610449566,0.808683168,1.327771012,0.954901395,5.911454498,1.02449027
RouteID_fdddf33b-18e3-480a-8b54-bb829045d935,34.0408509,-118.5091337,0.011118708,0.004315481,133,1,265,265,0,0,1.992481203,0,1,0,573.8921304,34.064166,33.918699,-118.324843,-118.517262,68.47564097,93.657,1.367741852,0.511012246,0.698932836,1.391953203,0.990424763,6.321334638,1.061776885
RouteID_0504bcca-4f12-40a8-8a77-bb91b13029c4,34.12176664,-117.6976945,0.004809536,0.023058119,161,1,239,237,0,2,1.48447205,0,0.991631799,0.008368201,284.7209652,34.133654,33.965477,-117.653303,-117.735932,60.46533435,83.883,1.387290766,0.373242805,0.517796296,1.503477996,0.98705471,5.389885571,1.299295462
RouteID_31ec52f9-845b-46a9-87df-d121596edd54,34.08680732,-117.7103144,0.002996977,0.016754781,124,1,202,198,0,4,1.629032258,0,0.98019802,0.01980198,229.6962264,34.093028,33.965477,-117.653303,-117.741174,59.29052852,78.142,1.317950808,0.474324228,0.625136,1.455902011,0,5.339417378,1.265130417
RouteID_35eff35c-d33b-41b4-81f2-f0dc9c0bd44d,34.12474144,-117.7552422,0.014516762,0.005204747,171,1,235,233,0,2,1.374269006,0,0.991489362,0.008510638,420.8164055,34.151537,33.965477,-117.653303,-117.763702,72.8698669,112.224,1.54006045,0.423662017,0.652465116,1.775553957,0,12.9629268,1.305385634
RouteID_3682b9b4-e73c-4ca1-b8f7-50d1031e1657,34.12107593,-117.7573208,0.016133869,0.005678283,165,1,239,237,0,2,1.448484848,0,0.991631799,0.008368201,437.4832671,34.151541,33.965477,-117.653303,-117.768072,71.4067378,106.572,1.492464203,0.430161071,0.642,1.781595416,0.880804255,16.25536219,1.306652316
RouteID_3f3276e1-0109-4535-8a24-123c2bba4aad,34.12320034,-117.7054695,0.010164748,0.006745915,147,1,218,217,0,1,1.482993197,0,0.995412844,0.004587156,254.0411762,34.15072,33.965477,-117.653303,-117.720243,64.99180277,90.033,1.385297779,0.439133802,0.608331081,1.5747052,0.9626123,5.558961017,1.348455709
RouteID_430b3398-b635-423a-bfb0-09a6ca8c0412,34.12986775,-117.7151324,0.007988315,0.013105735,145,1,224,224,0,0,1.544827586,0,1,0,342.3288704,34.15369,33.965477,-117.653303,-117.742085,75.59739509,117.514,1.554471551,0.517790377,0.804890411,1.710331074,0.978137398,8.020316024,1.399333652
RouteID_43eff27b-a40b-44ee-b729-caca0f560716,34.13189856,-117.7140762,0.008458282,0.013128235,156,1,241,241,0,0,1.544871795,0,1,0,340.5513298,34.15369,33.965477,-117.653303,-117.741624,78.30231816,113.037,1.443597107,0.49874088,0.719980892,1.519255117,0.802842601,5.958615648,1.30375968
RouteID_48d12006-30d7-411d-91f8-a35eeef548ec,34.12711411,-117.7055866,0.011540551,0.007143087,140,1,224,224,0,0,1.6,0,1,0,258.3363443,34.153878,33.965477,-117.653303,-117.720235,64.717139,90.839,1.40363127,0.458986801,0.644248227,1.590561748,0.972962659,4.99519565,1.354316083
RouteID_4b3e7da9-5627-4b1e-af9e-63e549a76152,34.12886443,-117.7068681,0.011016103,0.007232385,182,1,258,258,0,0,1.417582418,0,1,0,258.7736042,34.153876,33.965477,-117.653303,-117.720349,69.65827511,98.154,1.409078819,0.380646312,0.536360656,1.572678883,0.978137398,8.184248797,1.292789636
RouteID_63642a5f-f946-4dbc-8bc8-15bef17921b1,34.10559224,-117.7246537,0.005245757,0.012363432,158,1,227,225,0,2,1.436708861,0,0.991189427,0.008810573,282.0012372,34.115904,33.965477,-117.653303,-117.74479,60.70529183,87.841,1.447007293,0.381794288,0.552459119,1.556903013,0.208874766,4.652834615,1.361030539
RouteID_78965fe7-35a7-4364-8fd1-dc08b54be4f6,34.121534,-117.704268,0.005823557,0.024388529,157,1,233,233,0,0,1.484076433,0,1,0,299.163031,34.133767,33.965477,-117.653303,-117.740065,60.18066684,84.531,1.404620528,0.380890296,0.535006329,1.56343886,0.947137259,5.085295575,1.355747593
RouteID_7a19e862-7dd7-459f-b70f-a014444bc354,34.1308405,-117.7068941,0.009947635,0.007994575,155,1,234,232,0,2,1.509677419,0,0.991452991,0.008547009,270.3326925,34.15369,33.965477,-117.653303,-117.723413,69.19041413,95.519,1.380523606,0.443528296,0.612301282,1.475728919,0.802842601,5.558463268,1.312009767
RouteID_8b7769a8-d842-4fa3-a44c-07346b8c8a60,34.12771938,-117.7053157,0.012254284,0.007380747,159,1,227,227,0,0,1.427672956,0,1,0,258.3749412,34.153878,33.965477,-117.653303,-117.720245,67.76626876,92.92,1.371183654,0.42353918,0.58075,1.55091678,0.993120232,13.32344675,1.356931937
RouteID_909386bb-eed0-4779-a6e2-1fc0e7af11be,34.11990858,-117.7240017,0.006045089,0.018499286,166,1,243,239,0,4,1.463855422,0,0.983539095,0.016460905,327.2727916,34.13575,33.965477,-117.653303,-117.747113,69.45207868,98.714,1.421325349,0.415880711,0.591101796,1.509735647,0.990998596,6.234139178,1.323959957
RouteID_97818239-52ee-475d-8695-031fd5bf7e08,34.09492147,-117.7071586,0.003779702,0.017418304,110,1,216,214,0,2,1.963636364,0,0.990740741,0.009259259,231.0286597,34.102202,33.965477,-117.653303,-117.735758,52.63096518,74.8,1.421216574,0.474152839,0.673873874,1.618173339,0.925041108,10.96876181,1.356069086
RouteID_aec931a8-867e-4153-9966-360ea6a0cf1c,34.08684357,-117.7193716,0.002948346,0.011324744,129,1,234,231,0,3,1.813953488,0,0.987179487,0.012820513,229.9643463,34.093177,33.965477,-117.653303,-117.741174,54.77362868,78.744,1.437626133,0.421335605,0.605723077,1.573229006,0,6.74421779,1.332380924
RouteID_b0116bf4-3487-4b8b-a9a5-b00efcd81f84,34.11968064,-117.7317332,0.006551218,0.006646742,151,1,259,258,0,1,1.715231788,0,0.996138996,0.003861004,326.8336562,34.135534,33.965477,-117.653303,-117.747106,65.6514935,94.44,1.438504975,0.43191772,0.621315789,1.594219768,0.981631786,4.926955448,1.323698469
RouteID_199e3588-2dbd-4e1a-915c-1cb2259cbc3e,34.12030374,-117.7132025,0.006509865,0.024642083,164,1,252,252,0,0,1.536585366,0,1,0,322.1080798,34.133784,33.965477,-117.653303,-117.74671,63.56198886,84.172,1.32425057,0.385224175,0.510133333,1.35942723,0.994753117,4.14345917,1.259442614
RouteID_26c48705-41ac-4738-8ecb-fa4cf515f23c,34.12027652,-117.728534,0.006054752,0.009965192,143,1,225,225,0,0,1.573426573,0,1,0,327.9896141,34.13626,33.965477,-117.653303,-117.747038,63.69917008,88.385,1.387537701,0.442355348,0.613784722,1.512779409,0.948807859,5.239777878,1.31698766
RouteID_fa4fadeb-d292-47cc-b945-0b7448ed41e5,34.12026281,-117.7221018,0.005665113,0.019191616,145,1,199,196,0,3,1.372413793,0,0.984924623,0.015075377,324.630463,34.13626,33.965477,-117.653303,-117.746078,68.40298273,100.594,1.470608385,0.46851358,0.689,1.691877517,0,8.725210266,1.385193172
RouteID_04662c65-ed3a-4366-a32b-6f4b93b17c0a,33.97387851,-118.370895,0.00369031,0.004540818,84,1,180,178,0,2,2.142857143,0,0.988888889,0.011111111,70.81571741,33.981618,33.918699,-118.324843,-118.379711,28.86754266,39.791,1.378399279,0.339618149,0.468129412,1.7556155,0.928686146,39.0247799,1.197077306
RouteID_53232ef3-63aa-427c-bbdc-e46e79ac798e,33.96839027,-118.3872954,0.00357788,0.005373688,131,1,272,266,0,6,2.076335878,0,0.977941176,0.022058824,81.07979907,33.97472,33.918699,-118.324843,-118.395396,31.74841421,50.533,1.591670049,0.240518289,0.382825758,1.498737673,0.939604163,9.806883556,1.139264666
RouteID_619e93e8-a889-41c1-86ae-d74142fcb685,33.9652342,-118.4075322,0.005004007,0.004150897,161,1,295,292,0,3,1.832298137,0,0.989830508,0.010169492,103.0549077,33.974866,33.918699,-118.324843,-118.414285,40.22050528,54.168,1.346775721,0.248274724,0.33437037,1.229209619,0.880604486,4.634773824,1.00617679
RouteID_a5629ad3-ca22-472a-9a79-ea7bb72bcf7d,33.96255625,-118.4242903,0.006183169,0.004054937,92,1,229,228,0,1,2.489130435,0,0.995633188,0.004366812,122.8833576,33.974275,33.918699,-118.324843,-118.432628,34.8770577,48.732,1.397250892,0.375022126,0.524,1.748132519,0.994844668,30.20645568,1.199760852
RouteID_a9fd1bc3-b7e6-4c92-92f6-c4148de21e08,33.96024634,-118.4256603,0.004433118,0.004991222,67,1,201,200,0,1,3,0,0.995024876,0.004975124,120.3750029,33.971969,33.918699,-118.324843,-118.434997,33.47979186,45.102,1.347140992,0.49234988,0.663264706,1.617539409,0.993730444,19.38734924,1.183015635
RouteID_cec88fc1-f497-4088-89ba-ba42fd70da96,33.96294097,-118.4233557,0.006386645,0.00382436,78,1,215,208,0,7,2.756410256,0,0.96744186,0.03255814,121.2793318,33.974251,33.918699,-118.324843,-118.431267,32.90710186,47.844,1.45391108,0.416545593,0.605620253,2.374620763,0.944382327,41.85524622,1.175096586
RouteID_21e21674-08e5-49de-8b6d-1935bd1a0bfd,33.97010729,-118.3993345,0.005530332,0.003781357,140,1,280,280,0,0,2,0,1,0,106.1645816,33.981445,33.918699,-118.324843,-118.407326,32.61216828,43.442,1.332079475,0.231291974,0.308099291,1.214807569,0.986029058,3.941024377,1.008816128
RouteID_6250ba47-dd0f-4247-a507-df15bdf41fba,33.95516596,-118.3226545,0.005960237,0.01108876,173,1,242,241,0,1,1.398843931,0,0.995867769,0.004132231,43.79605969,33.968626,33.918699,-118.296968,-118.339728,37.55467368,61.203,1.629703949,0.215831458,0.351741379,2.044562068,0,23.98841499,1.290443936
RouteID_8a4e878d-dba9-4ca4-bbcf-2d70752ed51a,33.97437206,-118.3607062,0.003159896,0.010184838,118,1,184,183,0,1,1.559322034,0,0.994565217,0.005434783,64.99594159,33.980778,33.918699,-118.324843,-118.375883,29.88262185,42.163,1.410953839,0.251114469,0.354310924,1.440000486,0.981430917,3.669462385,1.257869874
RouteID_ad8d74d8-7b53-4c21-b53b-cce1d3a5d8ae,33.95335354,-118.3190836,0.004467989,0.012973297,156,1,222,221,0,1,1.423076923,0,0.995495495,0.004504505,42.72629278,33.960758,33.918699,-118.290522,-118.340039,37.84669741,57.514,1.519657036,0.241061767,0.36633121,1.995378829,0,21.09336459,1.321847933
RouteID_bad7aac9-f29b-4afc-bff6-2a28dbf3618c,33.95455623,-118.3233671,0.004338961,0.009335593,177,1,267,267,0,0,1.508474576,0,1,0,33.07708328,33.963765,33.918699,-118.303575,-118.339352,36.76364253,65.149,1.772104055,0.206537318,0.366005618,2.096377426,0,15.60204492,1.313475259
RouteID_d12f1cc8-0fa3-45e1-9109-ff97e7718ad9,33.95569483,-118.3607849,0.004859359,0.00522414,149,1,246,239,0,7,1.651006711,0,0.971544715,0.028455285,44.596043,33.96886,33.918699,-118.324843,-118.368181,31.95143271,42.92,1.343288747,0.213009551,0.286133333,1.322588381,0.991251683,3.124676751,1.283146843
RouteID_8b47d67a-ee07-4774-8cea-2764431e479f,34.05094746,-118.386899,0.002680873,0.005537317,105,1,246,239,0,7,2.342857143,0,0.971544715,0.028455285,204.7352549,34.055997,33.918699,-118.324843,-118.397569,43.65047227,55.351,1.268050427,0.411796908,0.522179245,1.28833625,0.988179834,3.545155758,1.035197218
RouteID_f53d09f3-721d-456d-aa62-5b9469ea63ba,34.05045703,-118.3860486,0.002900541,0.005270644,107,1,226,223,0,3,2.112149533,0,0.986725664,0.013274336,211.9846506,34.056052,33.918699,-118.324843,-118.400114,44.2616647,54.709,1.236035752,0.409830229,0.506564815,1.199847675,0.581869453,3.523148368,1.006088387
RouteID_30529dec-7015-44d8-ba1d-b6bd9cf24fc7,33.86115222,-118.0557471,0.004598584,0.005735478,142,1,242,238,0,4,1.704225352,0,0.983471074,0.016528926,388.4179633,33.918699,33.851731,-118.042308,-118.324843,77.31443269,102.212,1.322030007,0.540660368,0.714769231,1.49150095,0.9812824,4.895606377,1.31984704
RouteID_96db02dd-1036-4e8c-8e56-23bc192329f3,33.86519005,-118.0566036,0.008305996,0.005962844,187,1,276,274,0,2,1.475935829,0,0.992753623,0.007246377,391.7400921,33.918699,33.851119,-118.042473,-118.324843,76.7742551,104.326,1.358866978,0.408373697,0.554925532,1.494538046,0.979350341,4.586462949,1.264801
RouteID_9702411b-9b1b-46b6-80d1-7fed3c2d4f89,33.8552358,-118.0619847,0.005165207,0.007721751,181,1,265,264,0,1,1.464088398,0,0.996226415,0.003773585,457.0178428,33.918699,33.839909,-118.042308,-118.324843,81.11842261,111.513,1.374693891,0.445705619,0.612708791,1.582720056,0.845619736,6.377042334,1.34325695
RouteID_97880895-c864-445f-b7b1-12a8ed8fbb87,33.8636257,-118.0566347,0.007507655,0.006488325,181,1,283,281,0,2,1.563535912,0,0.992932862,0.007067138,390.8259357,33.918699,33.851316,-118.042308,-118.324843,76.28791949,103.139,1.351970282,0.419164393,0.566697802,1.502162075,0.990644505,8.839921324,1.316925637
RouteID_9c10cf6d-c86d-4c08-b8e5-f7f7ea016bef,33.86115727,-118.0558018,0.004402734,0.006397061,151,1,265,259,0,6,1.754966887,0,0.977358491,0.022641509,388.2687824,33.918699,33.851756,-118.042311,-118.324843,72.91370406,96.988,1.330175188,0.479695421,0.638078947,1.49920473,0.991369359,4.53486963,1.327784366
RouteID_9ded510d-7123-43d6-8e3e-688cf02635d0,33.86118683,-118.0558402,0.004840985,0.00641887,171,1,281,281,0,0,1.643274854,0,1,0,390.0514617,33.918699,33.851449,-118.04231,-118.324843,81.09039503,109.552,1.350986143,0.471455785,0.636930233,1.514182555,0.98361231,4.48306194,1.347907538
RouteID_b6a5a10f-1290-4efe-81c3-99cc285ff041,33.87449116,-118.0428526,0.006300237,0.007524044,192,1,287,286,0,1,1.494791667,0,0.996515679,0.003484321,338.2234274,33.918699,33.862903,-118.029539,-118.324843,83.45688494,110.632,1.325618612,0.432419093,0.573222798,1.441087091,0.564849125,4.492399282,1.331104989
RouteID_bce95da9-fc26-48aa-9053-e80621420a2d,33.85326883,-118.0834949,0.006400763,0.005199154,174,1,247,244,0,3,1.41954023,0,0.987854251,0.012145749,410.6766873,33.918699,33.839351,-118.072743,-118.324843,74.29717027,103.901,1.398451645,0.424555259,0.59372,1.488854955,0.68013204,8.310847817,1.29077901
RouteID_d27eb16e-a387-4e1a-ad39-a4de398216fc,33.85670442,-118.0604753,0.005722938,0.008051357,187,1,287,285,0,2,1.534759358,0,0.993031359,0.006968641,454.3806827,33.918699,33.839978,-118.043692,-118.324843,80.1848204,114.547,1.428537215,0.426515002,0.609292553,1.650429674,0.986982048,5.466214007,1.388095832
RouteID_e2868017-ad4e-4764-b865-a3b01abc896e,33.86998951,-118.0554505,0.006477079,0.005838365,159,1,250,250,0,0,1.572327044,0,1,0,345.1332578,33.918699,33.859191,-118.042309,-118.324843,77.58819032,101.351,1.306268384,0.48492619,0.63344375,1.423073412,0.910411591,4.483492455,1.279648915
RouteID_e49a2fe0-75af-4e38-b31b-2e302fe75669,33.85357827,-118.0832449,0.006886581,0.005296985,180,1,247,246,0,1,1.372222222,0,0.995951417,0.004048583,412.6222961,33.918699,33.83898,-118.072728,-118.324843,74.58985696,101.791,1.364676166,0.412098657,0.562381215,1.50540533,0.989424976,7.523799,1.315098553
RouteID_2b8d0784-bd3c-4632-918e-bd0f51c0ace1,33.8617682,-118.0551563,0.004789739,0.006451871,129,1,266,262,0,4,2.062015504,0,0.984962406,0.015037594,388.152416,33.918699,33.851578,-118.043145,-118.324843,71.40306747,95.875,1.342729429,0.549254365,0.7375,1.572093015,0.989283659,4.619409113,1.345831831
RouteID_f1c78d72-21b1-45a5-9039-ee8d9716be88,33.85448029,-118.0827432,0.005829673,0.005897517,185,1,290,289,0,1,1.567567568,0,0.996551724,0.003448276,389.9934994,33.918699,33.843344,-118.072748,-118.324843,75.63220375,101.038,1.335912415,0.406624751,0.543215054,1.383600153,0.991791236,6.127370082,1.239060946
RouteID_0385422e-f9bf-4825-a3fb-777ef3e24e28,33.86761135,-118.1210884,0.003839685,0.00940819,173,1,299,297,0,2,1.728323699,0,0.993311037,0.006688963,261.7383126,33.918699,33.860508,-118.105727,-118.324843,65.00367144,91.137,1.4020285,0.373584319,0.523775862,1.574089401,0.499900488,10.41346392,1.26263246
RouteID_41e3914a-c1c0-43ae-aa07-c7afa0d84583,33.84930006,-118.0840813,0.005668991,0.005781167,164,1,249,247,0,2,1.518292683,0,0.991967871,0.008032129,419.4591387,33.918699,33.837869,-118.072075,-118.324843,74.51336312,100.243,1.345302316,0.45159614,0.607533333,1.434315688,0.98440854,6.91741468,1.298473692
RouteID_47098b63-05a2-4dd7-9998-49abb6db18ce,33.84226555,-118.0674695,0.013163993,0.004078951,174,1,266,265,0,1,1.528735632,0,0.996240602,0.003759398,556.6237902,33.918699,33.818121,-118.055309,-118.324843,76.42401975,106.282,1.39068843,0.436708684,0.607325714,1.502024338,0.931522225,6.209549599,1.324024107
RouteID_91415ba8-01fc-47ba-9f62-e136889f0461,33.84475857,-118.1593323,0.007221191,0.005463354,168,1,287,274,0,13,1.708333333,0,0.954703833,0.045296167,314.5562239,33.918699,33.832608,-118.146879,-118.324843,59.99547535,87.255,1.454359675,0.355002813,0.516301775,1.513920411,0.427237516,10.12377603,1.251374474
RouteID_a8f0009d-e50a-49c9-84d3-f9885ad14a54,33.83660874,-118.0804268,0.005407579,0.008501545,139,1,205,201,0,4,1.474820144,0,0.980487805,0.019512195,502.3921203,33.918699,33.823996,-118.066469,-118.324843,72.10225117,102.077,1.415725561,0.51501608,0.729121429,1.514611542,0,6.366170838,1.322284536
RouteID_ac7d83a3-7c3b-4a92-924a-32781027b946,33.8372444,-118.0823749,0.006316619,0.00875695,154,1,232,228,0,4,1.506493506,0,0.982758621,0.017241379,507.1609971,33.918699,33.823982,-118.064055,-118.324843,74.48337721,104.944,1.408958669,0.480537917,0.677058065,1.546231662,0.993737435,14.67918515,1.270591536
RouteID_ac9c6b4e-3fdf-43b3-b3af-8754089360aa,33.8416057,-118.0824696,0.009050501,0.007722571,157,1,219,213,0,6,1.394904459,0,0.97260274,0.02739726,505.4526651,33.918699,33.823996,-118.064895,-118.324843,72.32692457,99.293,1.37283592,0.457765345,0.628436709,1.463795767,0.993241608,4.920261835,1.337990098
RouteID_088b3069-d09e-4bc4-a540-46ca0feec1fd,33.89682426,-118.1170779,0.007763728,0.004734658,165,1,250,248,0,2,1.515151515,0,0.992,0.008,168.2090025,33.918699,33.880607,-118.109699,-118.324843,65.22149181,84.308,1.292641393,0.392900553,0.507879518,1.544602404,0.990135644,15.72811694,1.265679864
RouteID_11fcf1bc-dbc0-4451-9646-009cd91672ba,33.87273085,-118.11669,0.005373895,0.006478173,142,1,247,237,0,10,1.73943662,0,0.95951417,0.04048583,249.9564594,33.918699,33.863089,-118.105875,-118.324843,62.56445241,84.482,1.350319498,0.437513653,0.590783217,1.509677257,0.944351196,13.12057463,1.254940081
RouteID_3792abbe-67d1-4ea1-a128-3700b2aaf247,33.87434018,-118.1182753,0.006119188,0.007914,160,1,243,235,0,8,1.51875,0,0.967078189,0.032921811,250.1488901,33.918699,33.863099,-118.105667,-118.324843,63.81393257,86.585,1.356835357,0.39635983,0.537795031,1.464961457,0.968504323,5.998838877,1.314572543
RouteID_3896aca0-c730-4df5-ad1d-ca80bbd66fe3,33.89804425,-118.1328218,0.008051829,0.005486475,191,1,299,293,0,6,1.565445026,0,0.97993311,0.02006689,154.7961386,33.918699,33.882034,-118.119147,-118.324843,69.58554818,87.322,1.254887003,0.36242473,0.454802083,1.308636265,0.947947087,3.779770237,1.197477086
RouteID_54e2cec8-1a26-402a-b838-8e17b6da331b,33.89947641,-118.1184612,0.006343521,0.006127071,159,1,272,270,0,2,1.710691824,0,0.992647059,0.007352941,153.9525398,33.918699,33.883765,-118.110129,-118.324843,62.34519124,78.59,1.260562337,0.389657445,0.4911875,1.509956786,0.68233719,13.46292719,1.180270454
RouteID_65a336ab-f388-4cdb-9d5a-23bbd388553e,33.87476527,-118.1405124,0.00476698,0.00653317,109,1,228,226,0,2,2.091743119,0,0.99122807,0.00877193,213.5295518,33.918699,33.86609,-118.127112,-118.324843,53.57345317,74.12,1.383521047,0.487031392,0.673818182,1.66011526,0.992077209,7.125772287,1.366180975
RouteID_67438082-4a7e-4e28-b4ac-3a4ac7e4d16b,33.88215978,-118.1372076,0.006565879,0.005784269,117,1,221,220,0,1,1.888888889,0,0.995475113,0.004524887,197.102413,33.918699,33.870378,-118.126122,-118.324843,57.56793147,78.863,1.369911998,0.487863826,0.668330508,1.619111743,0.929946466,8.468734243,1.335988476
RouteID_9bb1c3d2-d889-4280-9962-12c00618b3f6,33.89252417,-118.1369353,0.010368838,0.004853238,163,1,249,245,0,4,1.527607362,0,0.983935743,0.016064257,170.6286706,33.918699,33.87662,-118.127287,-118.324843,67.79039051,86.501,1.276006811,0.41335604,0.527445122,1.415761759,0.802313743,6.915841725,1.252524564
RouteID_ad97f1a6-f155-46b2-9214-c4db22ad364e,33.893426,-118.1153811,0.007754945,0.00383605,153,1,245,233,0,12,1.60130719,0,0.951020408,0.048979592,166.787641,33.918699,33.880936,-118.109658,-118.324843,61.19384954,76.24,1.245876842,0.397362659,0.495064935,1.425081606,0.511632499,8.805472459,1.247983867
RouteID_d0da14b8-a995-4b91-9428-40a98ecbe141,33.87464804,-118.1186213,0.006071973,0.007984582,145,1,231,223,0,8,1.593103448,0,0.965367965,0.034632035,249.7722561,33.918699,33.863099,-118.105997,-118.324843,63.43975678,85.586,1.349090922,0.434518882,0.586205479,1.592539091,0.68570776,8.26997974,1.328190457
RouteID_e4bf9524-79c1-462c-a1ee-ce530d288ade,33.87543718,-118.1188987,0.006786342,0.007931482,147,1,220,220,0,0,1.496598639,0,1,0,250.1488901,33.918699,33.863099,-118.105667,-118.324843,65.13461369,85.732,1.316227965,0.440098741,0.57927027,1.484577132,0.921602854,6.161202377,1.299546101
RouteID_24afe5b8-9923-491a-bfc1-b5285abaf694,33.87467614,-118.1419454,0.004817641,0.008121661,140,1,199,189,0,10,1.421428571,0,0.949748744,0.050251256,214.6278093,33.918699,33.86609,-118.126095,-118.324843,60.07794089,83.033,1.382087981,0.426084687,0.588886525,1.569908781,0.035530816,6.715507859,1.319012035
RouteID_25513a0b-fd0f-4cea-aff9-b164dced9638,33.8874974,-118.1195728,0.005739252,0.006535909,146,1,219,213,0,6,1.5,0,0.97260274,0.02739726,177.724665,33.918699,33.878453,-118.109697,-118.324843,63.43143107,81.927,1.291583661,0.431506334,0.557326531,1.485297617,0.851177052,7.112984342,1.223597097
RouteID_ebf6a791-c48f-4ad2-a30c-cbe12bc24f5e,33.99605248,-118.2799434,0.004300976,0.006767256,135,1,197,196,0,1,1.459259259,0,0.994923858,0.005076142,70.45316706,34.007369,33.984219,-118.143927,-118.292368,48.14754451,66.361,1.378284203,0.354026063,0.487948529,1.370834141,0.72086709,3.927734362,1.131183856
RouteID_a7e02343-0d01-4dfa-bcd4-4614d0a7332d,34.00521911,-118.2537787,0.007598757,0.006666453,152,1,233,231,0,2,1.532894737,0,0.991416309,0.008583691,77.26350327,34.019963,33.990136,-118.143927,-118.270289,50.4900807,69.541,1.377320041,0.330000527,0.45451634,1.379182255,0.920649925,3.34823529,1.213927938
RouteID_e7924324-784d-4859-b120-1774fa09902a,34.00233211,-118.2489069,0.00630236,0.005373608,133,1,200,198,0,2,1.503759398,0,0.99,0.01,58.90314178,34.014153,33.98995,-118.143927,-118.262642,43.07390128,62.463,1.450135654,0.321447024,0.466141791,1.387009852,0.993610448,3.509716343,1.292122771
RouteID_5b55afe6-86c9-4508-af9b-3f6522bb1979,34.26448017,-118.534485,0.00633136,0.007788481,183,1,274,274,0,0,1.49726776,0,1,0,56.07927963,34.276861,34.23485,-118.5189,-118.58421,40.6231238,57.238,1.409000457,0.220777847,0.311076087,1.383126087,0.960016447,5.857548706,1.249929368
RouteID_8e461795-3b7b-4203-b378-20602efd3634,34.26742376,-118.5424596,0.005386018,0.007628499,190,1,259,259,0,0,1.363157895,0,1,0,54.00802253,34.282387,34.23485,-118.528622,-118.58421,42.86041848,62.765,1.46440474,0.224400097,0.328612565,1.464631946,0.988893848,4.761668887,1.259681873
RouteID_abb754e8-464c-49e7-9eef-27082fb56a8f,34.27966351,-118.5456786,0.011588356,0.006860973,191,1,265,263,0,2,1.387434555,0,0.99245283,0.00754717,79.64983706,34.306998,34.23485,-118.530187,-118.58421,49.37624214,68.833,1.394051006,0.257167928,0.358505208,1.454726525,0.524365584,7.249912683,1.237129741
RouteID_f75a0730-d46d-4b7d-add2-4729a9919331,34.27088208,-118.5430807,0.006813833,0.00699806,183,1,257,256,0,1,1.404371585,0,0.996108949,0.003891051,59.28172068,34.287019,34.23485,-118.52861,-118.58421,41.33667901,62.191,1.504499188,0.224655864,0.337994565,1.519440493,0.977019306,4.884055079,1.306810597
RouteID_6170d139-b870-424e-9b66-c64608b12925,33.91265953,-118.1946633,0.009861758,0.004999441,193,1,282,278,0,4,1.461139896,0,0.985815603,0.014184397,119.9865786,33.931369,33.890055,-118.183327,-118.324843,55.65962422,76.429,1.373149766,0.28690528,0.393963918,1.457061034,0.968624683,13.47609349,1.302662316
RouteID_bfe4ee11-d28b-4289-a2aa-ea3709504c1e,33.91196849,-118.1949351,0.009857117,0.004861854,183,1,258,250,0,8,1.409836066,0,0.968992248,0.031007752,119.5389481,33.931039,33.890055,-118.18272,-118.324843,54.84395116,75.514,1.376888397,0.298064952,0.410402174,1.464041995,0.983197961,4.671331762,1.320504896
RouteID_f1e3f441-d58c-4bc4-9a12-55ae98827639,33.92892674,-118.2163164,0.006791478,0.009612353,168,1,250,247,0,3,1.488095238,0,0.988,0.012,71.61611232,33.944342,33.916575,-118.199138,-118.324843,52.64050941,68.093,1.293547512,0.311482304,0.40291716,1.416404924,0.970429518,4.53732057,1.225099094
